taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genus,Species,Assembly Method,High Quality,Has Coverage,Strain,Culture Type,Cultured,Isolation,Genome Size   * assembled,Gene Count   * assembled,Scaffold Count   * assembled,GC Count   * assembled,GC   * assembled,Coding Base Count   * assembled,Coding Base Count %   * assembled,Coding Base Count NP ,Coding Base Count NP % ,Depth,Temperature,Salinity (ppt),Environment,Link,Genome,Species,latitude,longitude,clade,Species_Color,Env_Color,Completeness,Contamination,Circular,Completeness - 5xcontamination,Genome Type,,
2775506997,Bacteria,Finished,Cryosphere Bacterial Genomes,Alteromonas sp. MB-3u-76,University of Alaska Fairbanks,2775506997,Alteromonas,Alteromonas sp. MB-3u-76,Unicycler v. 0.3.1,Yes,No,MB-3u-76,Isolate,Yes,,4360928,3988,1,1913902,43.89,3820484,87.61,3820484,87.61,0,,,Marine Polar,https://gold.jgi.doe.gov/organisms?id=Go0408222,Alteromonas_sp_MB_3u_76,Alteromonas sp.,71.3,-157,23,#A9A9A9,aquamarine,99.95,,Y,99.95,Isolate,,
2785510739,Bacteria,Finished,Phylogenomics and pangenome of Alteromonas macleodii,Alteromonas macleodii EZ55,Leibniz Institute,2785510739,Alteromonas,Alteromonas macleodii,SMRT Portal v. 2.3,Yes,No,EZ55,Isolate,Yes,seawater,4916878,4347,2,2199599,44.74,4336658,88.2,4336658,88.2,,,,Marine,https://www.nature.com/articles/s41598-020-57526-5#MOESM2,Alteromonas_macleodii_EZ55,Alteromonas macleodii,0,-160,1,#FFB9F6,blue,100,,N,100,Isolate,,
2791355104,Bacteria,Permanent Draft,Alteromonas pelagimontana 5.12 genome sequencing,Alteromonas pelagimontana 5.12,National Centre for Antarctic and Ocean Research (NCAOR),2791355104,Alteromonas,Alteromonas pelagimontana,Edena v. 3.130110,Yes,No,5.12,Isolate,Yes,sediment,4470835,4061,47,2059448,46.06,3892141,87.06,3892141,87.06,,,,Marine Sediment,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/67/10/4032_ijsem002245.pdf?expires=1658958385&id=id&accname=guest&checksum=7918FD93C95066E54903A435229A8F70,Alteromonas_pelagimontana_512,Alteromonas pelagimontana,-26.9415,67.3245,22,#B596FF,darkcyan,99.33,,N,99.33,Isolate,,
2802429350,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. ARS20,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429350,Alteromonas,Alteromonas sp.,,No,No,ARS20,,No,,3978387,3601,119,1786254,44.92,3573105,89.86,3573105,89.86,35,16.40115,34.267975,Marine Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0116767,Alteromonas_sp_ARS20,Alteromonas sp.,-33.832,-73.0366,14,#A9A9A9,darkblue,61.36,,N,61.36,MAG,,
2802429352,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. CPC291,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429352,Alteromonas,Alteromonas sp.,,No,No,CPC291,,No,,2468659,2391,125,1212404,49.36,2222123,90.47,2222123,90.47,35,16.40115,34.267975,Marine Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0116767,Alteromonas_sp_CPC291,Alteromonas sp.,-33.832,-73.0366,17,#A9A9A9,darkblue,62.65,,N,62.65,MAG,,
2802429353,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. IN32,"CEA Genoscope, Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429353,Alteromonas,Alteromonas sp.,,No,No,IN32,,No,,3934638,3538,203,1755409,44.86,3482899,89,3482899,89,5,21.4,37.89245,Mediterranean,https://gold.jgi.doe.gov/biosamples?id=Gb0115464,Alteromonas_sp_IN32,Alteromonas sp.,35.7392,14.3321,3,#A9A9A9,forestgreen,85.42,,N,85.42,MAG,,
2802429354,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. CPC327,CEA Genoscope,2802429354,Alteromonas,Alteromonas sp.,,No,No,CPC327,,No,,3226856,2877,77,1448375,45.02,2910531,90.48,2910531,90.48,5,21.81684,35.44666,Marine,https://gold.jgi.doe.gov/biosamples?id=Gb0115471,Alteromonas_sp_CPC327,Alteromonas sp.,-35.2087,"	26.2932",13,#A9A9A9,blue,78,,N,78,MAG,,
2802429355,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. EAC615,"CEA Genoscope, Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429355,Alteromonas,Alteromonas sp.,,No,No,EAC615,,No,,2289656,2107,103,1024381,45,2028462,89.11,2028462,89.11,0,Mesophile,,Marine Coastal,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3698932/
https://www.sciencedirect.com/science/article/abs/pii/S0065288104470011?via%3Dihub
https://bacdive.dsmz.de/strain/23568",Alteromonas_sp_EAC615,Alteromonas sp.,50.25,4.216667,9,#A9A9A9,darkblue,63.12,,N,63.12,MAG,,
2802429356,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. EAC37,CEA Genoscope,2802429356,Alteromonas,Alteromonas sp.,,No,No,EAC37,,No,,3728455,3408,115,1676016,45.03,3357133,90.2,3357133,90.2,5,21.81684,35.44666,Marine Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0115471,Alteromonas_sp_EAC37,Alteromonas sp.,-35.2087,26.2932,13,#A9A9A9,darkblue,92.15,,N,92.15,MAG,,
2802429357,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. CPC94,CEA Genoscope,2802429357,Alteromonas,Alteromonas sp.,,No,No,CPC94,,No,,1689296,1569,117,757050,45.05,1498899,89.2,1498899,89.2,5,21.81684,35.44666,Marine Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0115471,Alteromonas_sp_CPC94,Alteromonas sp.,-35.2087,26.2932,6,#A9A9A9,darkblue,52.41,,N,52.41,MAG,,
2802429358,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. MED668,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429358,Alteromonas,Alteromonas sp.,,No,No,MED668,,No,,4366915,3962,100,1925515,44.13,3830859,87.8,3830859,87.8,5,20.5251,,Mediterranean Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0116645,Alteromonas_sp_MED668,Alteromonas sp.,35.5571,-6.5586,23,#A9A9A9,yellowgreen,92.78,,N,92.78,MAG,,
2802429381,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. MED681,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429381,Alteromonas,Alteromonas sp.,,No,No,MED681,,No,,3404566,3155,210,1483113,43.58,2998116,88.1,2998116,88.1,40,,,Marine,https://gold.jgi.doe.gov/biosamples?id=Gb0116708,Alteromonas_sp_MED681,Alteromonas sp.,14.2016,-116.696,23,#A9A9A9,blue,61.52,,N,61.52,MAG,,
2802429382,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. NAT174,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429382,Alteromonas,Alteromonas sp.,,No,No,NAT174,,No,,3360176,2992,116,1499525,44.88,2965198,88.74,2965198,88.74,40,,,Marine,https://gold.jgi.doe.gov/biosamples?id=Gb0116708,Alteromonas_sp_NAT174,Alteromonas sp.,14.2016,-116.696,5,#A9A9A9,blue,65.83,,N,65.83,MAG,,
2802429384,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. NP46,CEA Genoscope,2802429384,Alteromonas,Alteromonas sp.,,No,No,NP46,,No,,2598567,2320,135,1164303,45.02,2317853,89.62,2317853,89.62,5,21.81684,35.44666,Marine Coastal,https://gold.jgi.doe.gov/biosamples?id=Gb0115471,Alteromonas_sp_NP46,Alteromonas sp.,-35.2087,26.2932,3,#A9A9A9,darkblue,56.45,,N,56.45,MAG,,
2802429385,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. RS411,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429385,Alteromonas,Alteromonas sp.,,No,No,RS411,,No,,2995943,2846,253,1342794,45.05,2640447,88.59,2640447,88.59,40,26.080233,35.1354,Marine,https://gold.jgi.doe.gov/biosamples?id=Gb0116718,Alteromonas_sp_RS411,Alteromonas sp.,0.0328,-153.705,3,#A9A9A9,blue,67.47,,N,67.47,MAG,,
2802429386,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Alteromonas sp. NP15,"CEA Genoscope, Canada's Michael Smith Genome Sciences Centre",2802429386,Alteromonas,Alteromonas sp.,,No,No,NP15,,No,,3835883,3481,57,1721939,44.92,3435360,89.62,3435360,89.62,40,26.080233,35.1354,Marine,https://gold.jgi.doe.gov/biosamples?id=Gb0116718,Alteromonas_sp_NP15,Alteromonas sp.,0.0328,-153.705,14,#A9A9A9,blue,82.95,,N,82.95,MAG,,
2834719733,Bacteria,Permanent Draft,Alteromonas aestuariivivens KCTC 52655 genome sequencing,Alteromonas aestuariivivens KCTC 52655,Shandong University,2834719733,Alteromonas,Alteromonas aestuariivivens,Velvet v. 1.2.10,Yes,No,KCTC 52655,Isolate,Yes,a tidal flat,3848892,3472,35,1944989,50.53,3467573,90.09,3467573,90.09,,,,Marine Sediment,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002023,Alteromonas_aestuariivivens_KCTC_52655,Alteromonas aestuariivivens,34.4869,126.2635,22,#E48BFF,darkcyan,100,,N,100,Isolate,,
2834723206,Bacteria,Permanent Draft,Genus Alteromonas Genome sequencing,Alteromonas lipolytica JW12,"Second Institute of Oceanography, State Oceanic Administration",2834723206,Alteromonas,Alteromonas lipolytica,ABySS v. 1.5.2,Yes,No,JW12,Isolate,Yes,,5018451,4538,21,2429324,48.41,4513840,89.95,4513840,89.95,0,,,Marine Coastal,https://gold.jgi.doe.gov/organisms?id=Go0487502,Alteromonas_lipolytica_JW12,Alteromonas lipolytica,24,67,22,#FFAC96,darkblue,99.84,,N,99.84,Isolate,,
2841454579,Bacteria,Finished,Alteromonas sp. RKMC-009 genome sequencing,Alteromonas sp. RKMC-009,University of Prince Edward Island,2841454579,Alteromonas,Alteromonas sp. RKMC-009,HGAP v. JUN-2018,Yes,No,RKMC-009,Isolate,Yes,Runway 10 Reef (10-12 m),4934803,4394,1,2408448,48.81,4492620,91.04,4492620,91.04,11,,,Marine Coastal,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6588371/#:~:text=Prince%20Edward%20Island.-,Alteromonas%20sp.,a%20draft%20whole%2Dgenome%20sequence.",Alteromonas_sp_RKMC_009,Alteromonas sp.,24.0776,-74.476,22,#A9A9A9,darkblue,100,,Y,100,Isolate,,
2841458974,Bacteria,Finished,Alteromonas macleodii Te101 genome sequencing,Alteromonas macleodii Te101,University of Freiburg,2841458974,Alteromonas,Alteromonas macleodii,HGAP v. 2,Yes,No,Te101,Isolate,Yes,,4867393,4306,2,2167431,44.53,4302552,88.4,4302552,88.4,0,,,Host associated,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864184/,Alteromonas_macleodii_Te101,Alteromonas macleodii,,,4,#FFB9F6,black,100,,N,100,Isolate,,
2844285455,Bacteria,Permanent Draft,Alteromonas abrolhosensis PEL 68C genome sequencing,Alteromonas abrolhosensis PEL 68C,Federal University of Rio de Janeiro,2844285455,Alteromonas,Alteromonas abrolhosensis,Newbler v. 2014; CAP3 v. 2014,Yes,No,PEL 68C,Isolate,Yes,Water,4415761,4135,274,1965923,44.52,3899387,88.31,3899387,88.31,10,,,Marine Coastal,file:///Users/michelle/Downloads/s10482-018-1016-x.pdf,Alteromonas_abrolhosensis_PEL_68C,Alteromonas abrolhosensis,-17.00278,-39,24,#73BEFF,darkblue,98.81,,N,98.81,Isolate,,
2844289591,Bacteria,Permanent Draft,Genus Alteromonas Genome sequencing,Alteromonas alba 190,"Second Institute of Oceanography, State Oceanic Administration",2844289591,Alteromonas,Alteromonas alba,ABySS v. 1.9.0,Yes,No,190,Isolate,Yes,sea water,5159414,5043,221,2510851,48.67,4603720,89.24,4603720,89.24,0,`,,Marine,https://gold.jgi.doe.gov/organisms?id=Go0487504,Alteromonas_alba_190,Alteromonas alba,5,130,15,#FFD873,blue,99.89,,N,99.89,Isolate,,
2855643116,Bacteria,Permanent Draft,Genus Alteromonas Genome sequencing,Alteromonas confluentis KCTC 42603,"Second Institute of Oceanography, State Oceanic Administration",2855643116,Alteromonas,Alteromonas confluentis,ABySS v. 1.5.2,Yes,No,KCTC 42603,Isolate,Yes,junction between the ocean and a freshwater spring,4864964,4369,46,2335693,48.02,4391066,90.27,4391066,90.27,0,,,Marine Coastal,https://gold.jgi.doe.gov/organisms?id=Go0487503,Alteromonas_confluentis_KCTC_42603,Alteromonas confluentis,33.25,126.62,22,#7F93FF,darkblue,99.64,,N,99.64,Isolate,,
2855647486,Bacteria,Permanent Draft,Genome sequencing project for genomic taxonomy and phylogenomics of Halomonas bacteria,Alteromonas indica IO390401,Zhejiang Wanli University,2855647486,Alteromonas,Alteromonas indica,ABySS v. 2.3,Yes,No,IO390401,Isolate,Yes,seawater,4364852,3938,46,2102610,48.18,3762684,86.21,3762684,86.21,25,,,Marine,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/68/12/3881_ijsem003078.pdf?expires=1658965371&id=id&accname=guest&checksum=A53A4E04E1548D4E7DB2D3D3C3816477,Alteromonas_indica_IO390401,Alteromonas indica,-34.8,54.6,22,#FFF67F,blue,100,,N,100,Isolate,,
2855651425,Bacteria,Permanent Draft,Alteromonas sp. V450 genome sequencing,Alteromonas sp. V450,Florida Atlantic University,2855651425,Alteromonas,Alteromonas sp. V450,MIX v. 1.0; ABySS v. 1.9; SPAdes v. 3.5,Yes,No,V450,Isolate,Yes,Atlantic deep-sea sponge,4394900,3934,5,1934262,44.01,3895302,88.63,3895302,88.63,392.5,,,Host associated,https://journals.asm.org/doi/10.1128/genomeA.01508-16?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,Alteromonas_sp_V450,Alteromonas sp.,25.75,-79.9167,25,#A9A9A9,black,100,,N,100,Isolate,,
2855655360,Bacteria,Permanent Draft,Alteromonas oceani S35 genome sequencing,Alteromonas oceani S35,"Zhejiang Sci-Tech University, China",2855655360,Alteromonas,Alteromonas oceani,ABySS v. 2.0,Yes,No,S35,Isolate,Yes,,4987953,4626,90,2429268,48.71,4473856,89.71,4473856,89.71,1851,,,Marine Sediment,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/68/2/657_ijsem002560.pdf?expires=1658965812&id=id&accname=guest&checksum=FEB08D9498D6C64043084612446F6A3C,Alteromonas_oceani_S35,Alteromonas oceani,-3.734228,151.6772,15,#FF7FCA,darkcyan,99.89,,N,99.89,Isolate,,
2855659987,Bacteria,Permanent Draft,Alteromonas abrolhosensis PEL 67E genome sequencing,Alteromonas abrolhosensis PEL 67E,Federal University of Rio de Janeiro,2855659987,Alteromonas,Alteromonas abrolhosensis,A5 Miseq v. 2014; CAP3 v. 2014,Yes,No,PEL 67E,Isolate,Yes,Water,4433598,3931,29,1975284,44.55,3917671,88.36,3917671,88.36,10,,,Marine Coastal,file:///Users/michelle/Downloads/s10482-018-1016-x.pdf,Alteromonas_abrolhosensis_PEL_67E,Alteromonas abrolhosensis,-17.00278,-39,24,#73BEFF,darkblue,100,,N,100,Isolate,,
2857284938,Bacteria,Permanent Draft,Alteromonas  species genome sequencing,Alteromonas sp. LOR,Bar-Ilan University,2857284938,Alteromonas,Alteromonas sp. LOR,Velvet v. OCT-2012,Yes,No,LOR,Isolate,Yes,,4409819,3918,57,1947753,44.17,3841406,87.12,3841406,87.12,,,,Host associated,https://journals.asm.org/doi/full/10.1128/genomeA.01081-14,Alteromonas_sp_LOR,Alteromonas sp.,,,23,#A9A9A9,black,99.85,,N,99.85,Isolate,,
2885134237,Bacteria,Permanent Draft,Elucidation of degradation pathway of Green algal polysaccharide ulvan,Alteromonas sp. KUL49,Kochi University,2885134237,Alteromonas,Alteromonas sp. KUL49,GS De Novo Assembler v. 3.0,Yes,0,KUL49,Isolate,Yes,,4615000,4315,46,2049907,44.42,4187921,90.75,4187921,90.75,,,,Host associated,https://journals.asm.org/doi/10.1128/mra.01483-19?permanently=true,Alteromonas_sp_KUL49,Alteromonas sp.,33.5597,133.5311,22,#A9A9A9,black,99.62,,N,99.62,Isolate,,
2899550177,Bacteria,Permanent Draft,Alteromonas portus HB161718 genome sequencing,Alteromonas portus HB161718,Chinese Academy of Tropical Agricultural Sciences,2899550177,Alteromonas,Alteromonas portus,SPAdes v. 3.5.0,Yes,0,HB161718,Isolate,Yes,Tanmen Port,4543354,4037,32,2002114,44.07,4003592,88.12,4003592,88.12,,,,Marine Sediment,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/70/3/1516_ijsem003884.pdf?expires=1658966529&id=id&accname=guest&checksum=69FBD0B42970CEB59E5EB52F082EBBD7,Alteromonas_portus_HB161718,Alteromonas portus,19.23694,110.6272,25,#F5FF96,darkcyan,100,,N,100,Isolate,,
2899554215,Bacteria,Permanent Draft,Alteromonas sp. MYP5 genome sequencing,Alteromonas ponticola MYP5,Sungkyunkwan University,2899554215,Alteromonas,Alteromonas ponticola,,Yes,0,MYP5,Isolate,Yes,seawater,3602801,3307,22,1659796,46.07,3248775,90.17,3248775,90.17,0,,,Marine Coastal,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/70/12/6396_ijsem004545.pdf?expires=1658966723&id=id&accname=guest&checksum=F15467C1CA9D99F37801239A0FE5A414,Alteromonas_ponticola_MYP5,Alteromonas ponticola,33.4625,126.9389,22,#F5FF96,darkblue,99.83,,N,99.83,Isolate,,
2899557523,Bacteria,Permanent Draft,Elucidation of degradation pathway of Green algal polysaccharide ulvan,Alteromonas sp. KUL106,Kochi University,2899557523,Alteromonas,Alteromonas sp. KUL106,GS De Novo Assembly v. 3.0,Yes,0,KUL106,Isolate,Yes,,4587436,4018,131,2042114,44.52,4043029,88.13,4043029,88.13,,,,Host associated,,Alteromonas_sp_KUL106,Alteromonas sp.,,,25,#A9A9A9,black,100,,N,100,Isolate,,
2899561542,Bacteria,Permanent Draft,Alteromonas sp. KS69 genome sequencing,Alteromonas sp. KS69,"University of Massachusetts, Dartmouth",2899561542,Alteromonas,Alteromonas sp. KS69,CLC Genomics Workbench de novo assemblyv. 10.1.1,Yes,0,KS69,Isolate,Yes,salt water,4882533,4401,85,2125564,43.54,4304136,88.16,4304136,88.16,,,,Marine Coastal,https://journals.asm.org/doi/10.1128/MRA.00022-19,Alteromonas_sp_KS69,Alteromonas sp.,41.622,-71.3527,18,#A9A9A9,darkblue,99.95,,N,99.95,Isolate,,
2899565944,Bacteria,Permanent Draft,Genome sequencing of Alteromonas sp. U0105,Alteromonas sediminis U0105,Shandong University,2899565944,Alteromonas,Alteromonas sediminis,ABySS v. 2.0.2,Yes,0,U0105,Isolate,Yes,pond sediment,3963939,3716,14,1794782,45.28,3663170,92.41,3663170,92.41,,,,Marine Sediment,https://www.microbiologyresearch.org/docserver/fulltext/ijsem/69/6/1579_ijsem003358.pdf?expires=1658967313&id=id&accname=guest&checksum=1F029FAB93E5175CD8F3081241B322B3,Alteromonas_sediminis_U0105,Alteromonas sediminis,36.91,122.2428,22,#676767,darkcyan,99.1,,N,99.1,Isolate,,
2899569661,Bacteria,Permanent Draft,Elucidation of degradation pathway of Green algal polysaccharide ulvan,Alteromonas sp. KUL150,Kochi University,2899569661,Alteromonas,Alteromonas sp. KUL150,GS De Novo Assembly v. 3.0,Yes,0,KUL150,Isolate,Yes,,4514422,3981,106,1989091,44.06,3996782,88.53,3996782,88.53,,,,Host associated,,Alteromonas_sp_KUL150,Alteromonas sp.,,,25,#A9A9A9,black,97.26,,N,97.26,Isolate,,
2899573643,Bacteria,Permanent Draft,Elucidation of degradation pathway of Green algal polysaccharide ulvan,Alteromonas sp. KUL17,Kochi University,2899573643,Alteromonas,Alteromonas sp. KUL17,GS De Novo Assembler v. 3.0,Yes,0,KUL17,Isolate,Yes,,4831342,4311,60,2144599,44.39,4257776,88.13,4257776,88.13,,,,Host associated,https://journals.asm.org/doi/10.1128/mra.01483-19?permanently=true,Alteromonas_sp_KUL17,Alteromonas sp.,33.5597,133.5311,1,#A9A9A9,black,99.94,,N,99.94,Isolate,,
2902028997,Bacteria,Permanent Draft,Elucidation of degradation pathway of Green algal polysaccharide ulvan,Alteromonas sp. KUL42,Kochi University,2902028997,Alteromonas,Alteromonas sp. KUL42,GS De Novo Assembler v. 3.0,Yes,0,KUL42,Isolate,Yes,,5000727,4573,48,2144070,42.88,4440695,88.8,4440695,88.8,,,,Host associated,https://journals.asm.org/doi/10.1128/mra.01483-19?permanently=true,Alteromonas_sp_KUL42,Alteromonas sp.,33.5597,133.5311,22,#A9A9A9,black,99.98,,N,99.98,Isolate,,
2915794133,Bacteria,Permanent Draft,Vibrio isolates Genome sequencing,Alteromonas sp. 07-89-2,Oregon State University,2915794133,Alteromonas,Alteromonas sp. 07-89-2,idba_ud v. 1.0.6,Yes,0,07-89-2,Isolate,,Aquaculture,4578938,4052,74,2048644,44.74,4047598,88.4,4047598,88.4,,,,Aquaculture,https://gold.jgi.doe.gov/organisms?id=Go0566823,Alteromonas_sp_07_89_2,Alteromonas sp.,,,1,#A9A9A9,darkgray,100,,N,100,Isolate,,
023805395.1,Bacteria,Complete Genome,,Alteromonas macleodii QZ9-9,Utilization of marine biological resources in the south China sea,GCF_023805395.1,Alteromonas,Alteromonas macleodii,,Yes,,strain=QZ9-9,,,,"80,008",,2,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/805/395/GCF_023805395.1_ASM2380539v1,Alteromonas_macleodii_QZ9_9,Alteromonas macleodii,,,4,,,100,0.24,,98.8,Isolate,,
901446755.2,Bacteria,Complete Genome,,Alteromonas macleodii 83-1,Institute for Chemistry and Biology of the Marine Environment,GCF_901446755.2,Alteromonas,Alteromonas macleodii,,Yes,,83-1,,,,"4,817,656",,2,,,,,,,20,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/446/755/GCF_901446755.2_ASM90144675v2,Alteromonas_macleodii_83_1,Alteromonas macleodii,,,2,,,100,0.25,N,98.75,Isolate,,
006517095.1,Bacteria,Complete Genome,,Alteromonas mediterranea PT11,Evolutionary Genomics Group,GCF_006517095.1,Alteromonas,Alteromonas mediterranea,,Yes,,strain=PT11,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/517/095/GCF_006517095.1_ASM651709v1,Alteromonas_mediterranea_PT11,Alteromonas mediterranea,,,21,,,100,0.17,,99.15,Isolate,,
006517115.1,Bacteria,Complete Genome,,Alteromonas mediterranea PT15,Evolutionary Genomics Group,GCF_006517115.1,Alteromonas,Alteromonas mediterranea,,Yes,,strain=PT15,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/517/115/GCF_006517115.1_ASM651711v1,Alteromonas_mediterranea_PT15,Alteromonas mediterranea,,,21,,,99.66,0.17,,98.81,Isolate,,
009759785.1,Bacteria,Complete Genome,,Alteromonas mediterranea AltCH17,Evolutionary Genomics Group,GCF_009759785.1,Alteromonas,Alteromonas mediterranea,,Yes,,strain=AltCH17,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/785/GCF_009759785.1_ASM975978v1,Alteromonas_mediterranea_AltCH17,Alteromonas mediterranea,,,21,,,99.95,0.28,,98.55,Isolate,,
003443615.1,Bacteria,Complete Genome,,Alteromonas sp. BL110,University of New South Wales,GCF_003443615.1,Alteromonas,Alteromonas sp. BL110,,Yes,,strain=BL110,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/615/GCF_003443615.1_ASM344361v1,Alteromonas_sp_BL110,Alteromonas sp.,,,25,,,99.87,0.17,,99.02,Isolate,,
900654235.1,Bacteria,Complete Genome,,Alteromonas sp. 76-1,Institute for Chemistry and Biology of the Marine Environment,GCF_900654235.1,Alteromonas,Alteromonas sp. 76-1,,Yes,,,,,,,,2,,,,,,,20,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/654/235/GCF_900654235.1_alt76,Alteromonas_sp_76_1,Alteromonas sp.,,,18,,,99.95,0.28,N,98.55,Isolate,,
015767655.1,Bacteria,Complete Genome,,Alteromonas sp. B31-7,shandong university,GCF_015767655.1,Alteromonas,Alteromonas sp. B31-7,,Yes,,strain=B31-7,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/767/655/GCF_015767655.1_ASM1576765v1,Alteromonas_sp_B31_7,Alteromonas sp.,,,10,,,99.84,0.59,,96.89,Isolate,,
016756315.1,Bacteria,Complete Genome,,Alteromonas sp. KC3,"RIMG, Kochi University",GCF_016756315.1,Alteromonas,Alteromonas sp. KC3,,Yes,,strain=KC3,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/315/GCF_016756315.1_ASM1675631v1,Alteromonas_sp_KC3,Alteromonas sp.,,,23,,,99.95,0.17,,99.1,Isolate,,
016756335.1,Bacteria,Complete Genome,,Alteromonas sp. KC14,"RIMG, Kochi University",GCF_016756335.1,Alteromonas,Alteromonas sp. KC14,,Yes,,strain=KC14,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/335/GCF_016756335.1_ASM1675633v1,Alteromonas_sp_KC14,Alteromonas sp.,,,23,,,99.78,0.17,,98.93,Isolate,,
024300645.1,Bacteria,Complete Genome,,Alteromonas sp. LMIT006,Shantou University,GCF_024300645.1,Alteromonas,Alteromonas sp. LMIT006,,Yes,,strain=LMIT006,,,,,,1,,,,,,,,,,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/300/645/GCF_024300645.1_ASM2430064v1,Alteromonas_sp_LMIT006,Alteromonas sp.,,,22,,,96.03,0.51,,93.48,Isolate,,
HCBNBPJK,Bacteria,,,,,BATS_SAMN07137114_METAG_HCBNBPJK ,Alteromonas,Alteromonas macleodii HCBNBPJK ,,,,,,,,3023147,,692,,,,,,,180,18.805,,,,Alteromonas_macleodii_SAMN07137114,Alteromonas macleodii,31.66,-64.16,1,,,68.21,0.49,N,65.76,MAG,,
DDMJICEB,Bacteria,,,,,BGEO_SAMN07136589_METAG_DDMJICEB ,Alteromonas,Alteromonas macleodii DDMJICEB ,,,,,,,,4363327,,263,,,,,,,233.6,18.143,,,,Alteromonas_macleodii_SAMN07136589,Alteromonas macleodii,27.5831,-49.633,1,,,96.84,0.76,N,93.04,MAG,,
BAHNCNMJ,Bacteria,,,,,BGEO_SAMN07136708_METAG_BAHNCNMJ ,Alteromonas,Alteromonas mediterranea BAHNCNMJ ,,,,,,,,3448996,,256,,,,,,,101,14.51,,,,Alteromonas_mediterranea_SAMN07136708,Alteromonas mediterranea,17.3516,-20.8167,,,,25.86,0,N,25.86,MAG,,
